24.238;673.070;0.885
23.775;664.226;0.885
24.209;657.811;0.885
24.670;661.568;0.885
24.979;671.704;0.885
25.163;690.758;0.885
24.705;698.448;0.885
24.219;698.509;0.885
23.732;694.756;0.885
23.217;679.559;0.885
23.058;659.229;0.885
23.518;657.899;0.885
23.574;678.242;0.885
24.113;681.989;0.885
24.727;683.183;0.885
23.979;660.384;0.885
22.907;669.423;0.885
22.044;594.494;0.880
23.067;593.092;0.880
24.065;596.780;0.880
25.038;601.744;0.880
25.962;611.801;0.880
26.886;626.946;0.880
27.555;643.395;0.880
28.047;664.954;0.880
28.131;695.468;0.880
27.934;722.202;0.880
27.553;736.241;0.880
27.121;745.199;0.880
26.713;750.338;0.880
26.228;755.488;0.880
25.743;755.549;0.880
25.077;754.362;0.880
24.488;749.350;0.880
23.898;741.794;0.880
23.384;731.684;0.880
22.870;722.846;0.880
22.329;710.197;0.880
21.815;698.815;0.880
21.351;686.156;0.880
20.914;676.036;0.880
20.604;662.085;0.880
20.267;646.866;0.880
20.135;629.077;0.880
20.335;611.245;0.880
20.870;602.274;0.880
21.457;597.112;0.880
22.581;594.425;0.880
23.656;595.560;0.880
24.552;599.262;0.880
25.577;606.763;0.880
26.526;620.632;0.880
27.272;635.800;0.880
20.299;569.278;0.870
20.885;562.844;0.870
21.523;557.676;0.870
22.264;552.494;0.870
23.030;549.853;0.870
23.772;549.759;0.870
24.488;549.668;0.870
25.204;550.848;0.870
25.948;557.113;0.870
26.588;562.119;0.870
27.306;569.659;0.870
27.923;581.027;0.870
28.540;593.667;0.870
29.107;608.858;0.870
29.699;625.316;0.870
30.190;645.604;0.870
30.553;664.635;0.870
30.969;691.292;0.870
31.257;717.964;0.870
31.367;745.931;0.870
31.297;775.193;0.870
31.098;796.840;0.870
30.797;817.228;0.870
30.367;835.088;0.870
29.934;845.318;0.870
29.348;854.296;0.870
28.556;856.940;0.870
28.019;854.465;0.870
27.276;852.016;0.870
26.712;847.000;0.870
25.892;840.745;0.870
25.225;831.927;0.870
24.685;820.549;0.870
24.069;810.452;0.870
23.529;800.346;0.870
23.117;790.224;0.870
22.679;778.832;0.870
22.140;768.726;0.870
21.598;750.989;0.870
21.109;738.333;0.870
20.696;724.395;0.870
20.232;707.920;0.870
19.896;693.972;0.870
19.534;678.756;0.870
19.273;659.711;0.870
19.165;635.559;0.870
19.209;608.845;0.870
19.511;588.456;0.870
19.814;575.699;0.870
32.030;637.739;0.860
31.616;618.713;0.860
30.972;600.989;0.860
30.482;588.333;0.860
29.788;574.431;0.860
29.120;561.797;0.860
28.452;550.435;0.860
27.760;542.892;0.860
27.093;534.074;0.860
26.298;527.816;0.860
25.606;522.816;0.860
24.787;520.377;0.860
24.045;517.927;0.860
23.533;517.992;0.860
22.869;520.621;0.860
22.179;521.980;0.860
21.489;524.612;0.860
20.774;527.247;0.860
20.136;532.415;0.860
19.500;545.215;0.860
18.993;563.085;0.860
18.664;579.661;0.860
18.390;607.677;0.860
18.347;636.935;0.860
18.483;669.986;0.860
18.899;697.914;0.860
19.314;719.483;0.860
19.728;738.508;0.860
20.269;754.974;0.860
20.786;775.258;0.860
21.301;789.183;0.860
21.919;805.638;0.860
22.409;820.838;0.860
23.026;833.478;0.860
23.567;849.944;0.860
24.364;865.105;0.860
24.981;876.473;0.860
25.623;886.566;0.860
26.444;897.908;0.860
27.161;902.905;0.860
27.930;907.894;0.860
28.545;912.904;0.860
29.159;912.826;0.860
29.874;908.919;0.860
30.513;907.566;0.860
31.075;903.679;0.860
31.687;897.242;0.860
32.121;893.371;0.860
32.067;585.588;0.850
31.553;574.206;0.850
31.013;562.828;0.850
30.422;550.185;0.850
29.831;540.085;0.850
29.189;531.264;0.850
28.522;522.445;0.850
27.906;514.893;0.850
27.342;507.333;0.850
26.649;501.062;0.850
26.008;494.784;0.850
25.394;492.319;0.850
24.626;489.873;0.850
23.884;488.695;0.850
23.168;490.058;0.850
22.427;490.152;0.850
21.762;492.781;0.850
21.200;494.124;0.850
20.536;496.752;0.850
20.000;501.908;0.850
19.364;513.435;0.850
18.829;524.950;0.850
18.450;541.533;0.850
18.070;556.843;0.850
17.794;577.228;0.850
17.597;605.234;0.850
17.527;634.496;0.850
17.584;656.110;0.850
17.795;681.520;0.850
18.031;704.384;0.850
18.446;725.953;0.850
18.886;747.518;0.850
19.326;766.540;0.850
19.894;786.818;0.850
20.462;807.095;0.850
21.054;823.554;0.850
21.570;841.295;0.850
22.214;857.747;0.850
22.806;872.934;0.850
23.372;886.852;0.850
24.015;900.761;0.850
24.683;913.395;0.850
25.453;924.744;0.850
26.224;936.092;0.850
26.891;944.910;0.850
27.608;949.907;0.850
28.376;952.353;0.850
28.965;954.822;0.850
29.681;954.730;0.850
30.397;953.368;0.850
31.112;949.461;0.850
31.571;945.587;0.850
32.081;940.435;0.850
32.083;547.430;0.840
31.570;539.864;0.840
30.927;528.499;0.840
30.337;519.671;0.840
29.695;508.306;0.840
28.951;499.497;0.840
28.233;491.958;0.840
27.284;481.903;0.840
26.386;473.115;0.840
25.644;469.393;0.840
24.889;466.946;0.840
24.031;464.511;0.840
23.238;463.340;0.840
22.420;463.444;0.840
21.576;466.095;0.840
20.887;469.998;0.840
20.325;473.885;0.840
19.904;478.390;0.840
19.458;484.171;0.840
18.924;495.685;0.840
18.289;513.572;0.840
17.809;533.983;0.840
17.457;558.193;0.840
17.206;578.575;0.840
16.983;605.312;0.840
16.940;635.842;0.840
17.023;663.813;0.840
17.209;687.954;0.840
17.470;711.450;0.840
17.859;732.387;0.840
18.274;753.956;0.840
18.739;772.974;0.840
19.256;794.530;0.840
19.773;813.542;0.840
20.340;831.276;0.840
20.830;849.020;0.840
21.448;864.204;0.840
22.041;883.206;0.840
22.530;895.863;0.840
22.891;905.992;0.840
23.380;918.648;0.840
32.015;481.302;0.820
31.348;472.484;0.820
30.707;464.934;0.820
30.014;457.391;0.820
29.347;449.844;0.820
28.681;444.842;0.820
27.938;438.577;0.820
27.195;433.584;0.820
26.427;429.866;0.820
25.658;426.148;0.820
24.916;424.971;0.820
24.071;421.263;0.820
23.278;420.092;0.820
22.460;420.196;0.820
21.514;421.588;0.820
20.696;424.236;0.820
20.006;426.867;0.820
19.318;437.130;0.820
18.682;448.657;0.820
18.098;466.538;0.820
17.591;484.408;0.820
17.213;503.534;0.820
16.885;523.925;0.820
16.636;548.123;0.820
16.438;574.857;0.820
16.317;602.853;0.820
16.273;629.568;0.820
16.357;658.810;0.820
16.543;685.495;0.820
16.778;705.815;0.820
17.066;728.672;0.820
17.454;748.972;0.820
17.843;769.273;0.820
18.334;789.560;0.820
18.799;807.307;0.820
19.212;819.973;0.820
19.599;835.186;0.820
20.012;847.852;0.820
20.322;860.531;0.820
20.889;878.265;0.820
32.002;429.157;0.800
31.361;422.879;0.800
30.797;417.864;0.800
30.181;411.583;0.800
29.541;407.848;0.800
28.900;402.842;0.800
28.106;397.856;0.800
27.312;391.598;0.800
26.646;386.595;0.800
25.827;384.156;0.800
24.982;380.447;0.800
24.290;376.720;0.800
23.497;376.821;0.800
22.755;374.371;0.800
22.064;373.187;0.800
21.451;374.537;0.800
20.862;373.340;0.800
20.197;373.425;0.800
19.354;377.348;0.800
18.819;382.503;0.800
18.181;391.487;0.800
17.647;400.458;0.800
17.190;413.235;0.800
16.733;428.555;0.800
16.430;443.856;0.800
16.103;464.248;0.800
32.016;384.640;0.780
31.400;377.087;0.780
30.811;372.075;0.780
30.221;367.062;0.780
29.529;362.063;0.780
28.889;357.057;0.780
28.248;353.323;0.780
27.659;349.582;0.780
26.916;344.589;0.780
26.097;340.878;0.780
25.303;337.163;0.780
24.535;333.445;0.780
23.818;330.993;0.780
23.076;328.544;0.780
22.462;327.350;0.780
21.822;326.159;0.780
21.208;323.694;0.780
20.414;322.523;0.780
20.031;323.843;0.780
19.239;326.488;0.780
18.652;330.378;0.780
17.911;335.560;0.780
17.274;343.272;0.780
16.765;354.783;0.780
16.308;366.288;0.780
16.080;375.220;0.780
